Country,Age,Gender,OccupationDescription,Salary,Industry,WorkRemote,EnjoyWorkRemote,WhereWorkRemote,WeeklyWorkHours
India,20-24,1,Full-Stack Web Developer,"<$20,000",Software Products,Occasionally,"I like it, though I like visiting the office occasionally",My couch,14
India,25-29,0,Back-End Web Developer,,Web Services,Never,,,0
Czech Republic,20-24,1,Back-End Web Developer,"$20,000 - $40,000",Web Services,Full-time Remote,"I like it, though I like visiting the office occasionally",A home office,46
India,25-29,1,Front-End Web Developer,Rather not say,Software Products,Full-time Remote,"I like it, though I like visiting the office occasionally",A home office,74
United Kingdom,40-50,1,Full-Stack Web Developer,Rather not say,Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,46
Germany,30-34,1,Enterprise Level Services,"$80,000 - $100,000",Finance / Banking,Occasionally,I'm neutral about it,A home office,44
Israel,25-29,1,Mobile Application Developer,"$60,000 - $80,000",Software Products,Never,,,49
Germany,25-29,1,Embedded Application Developer,"$40,000 - $60,000",Manufacturing,Never,,,33
United Kingdom,35-39,1,DevOps,"$100,000 - $120,000",Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,68
United Kingdom,30-34,1,Database Administrator,"$60,000 - $80,000",Other,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,75
Switzerland,25-29,1,Student,"$40,000 - $60,000",Education,Occasionally,I'm neutral about it,A home office,33
India,25-29,1,Mobile Application Developer,"<$20,000",Software Products,Part-time Remote,I'm neutral about it,A home office,52
Belgium,30-34,1,Embedded Application Developer,"$40,000 - $60,000",Software Products,Never,,,34
Poland,25-29,1,I don't work in tech,Rather not say,,,,,0
Spain,20-24,1,Other,Rather not say,Education,Occasionally,I'm neutral about it,A home office,50
Israel,25-29,1,Desktop Software Developer,"$80,000 - $100,000",Software Products,Never,,,51
Israel,,,,,,,,,0
United Kingdom,,,,,,,,,0
Austria,25-29,1,Embedded Application Developer,,Manufacturing,Never,,,0
Poland,30-34,1,Embedded Application Developer,"$20,000 - $40,000",Consulting,Occasionally,"I like it, though I like visiting the office occasionally",A home office,27
United Kingdom,25-29,1,Full-Stack Web Developer,"$80,000 - $100,000",Finance / Banking,Occasionally,"I like it, though I like visiting the office occasionally",My couch,65
India,25-29,1,Full-Stack Web Developer,Rather not say,Software Products,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,12
France,30-34,1,Manager of Developers or Team Leader,Rather not say,Software Products,Occasionally,I'm neutral about it,My couch,31
India,20-24,1,Full-Stack Web Developer,"$20,000 - $40,000",Manufacturing,Full-time Remote,"I like it, though I like visiting the office occasionally",A home office,48
India,20-24,0,Mobile Application Developer,Rather not say,Software Products,Never,,,44
Poland,30-34,NA,Back-End Web Developer,Rather not say,Software Products,Never,,,51
India,20-24,1,Front-End Web Developer,Rather not say,Software Products,Occasionally,I'm neutral about it,My couch,49
Germany,,,,,,,,,0
Germany,30-34,1,Manager of Developers or Team Leader,"$40,000 - $60,000",Software Products,Occasionally,I'm neutral about it,A home office,54
United Kingdom,30-34,1,Manager of Developers or Team Leader,"$60,000 - $80,000",Software Products,Occasionally,I'm neutral about it,A home office,33
Austria,20-24,1,Desktop Software Developer,"$40,000 - $60,000",Finance / Banking,Never,,,46
Germany,25-29,1,Desktop Software Developer,"$80,000 - $100,000",Software Products,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,33
India,25-29,1,Back-End Web Developer,Rather not say,Software Products,Occasionally,I love it,A home office,87
India,20-24,1,DevOps,Rather not say,Other,Occasionally,I'm neutral about it,A home office,0
France,20-24,1,Full-Stack Web Developer,"$40,000 - $60,000",Finance / Banking,Never,,,64
United Kingdom,40-50,1,Manager of Developers or Team Leader,"$100,000 - $120,000",Consulting,Part-time Remote,I'm neutral about it,A home office,62
Israel,35-39,1,Manager of Developers or Team Leader,Rather not say,,,,,0
France,30-34,1,Enterprise Level Services,"$80,000 - $100,000",Finance / Banking,Never,,,39
Germany,25-29,1,I don't work in tech,Rather not say,Other,Part-time Remote,I'm neutral about it,A home office,0
India,20-24,1,Mobile Application Developer,"<$20,000",Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,36
Netherlands,20-24,1,Back-End Web Developer,"$20,000 - $40,000",Software Products,Never,,,46
United Kingdom,20-24,1,Full-Stack Web Developer,"$20,000 - $40,000",Other,Occasionally,"I like it, though I like visiting the office occasionally",My couch,94
Finland,30-34,1,Full-Stack Web Developer,"$60,000 - $80,000",Consulting,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,51
Germany,35-39,1,Desktop Software Developer,"$80,000 - $100,000",Consulting,Full-time Remote,"I like it, though I like visiting the office occasionally",A home office,31
United Kingdom,30-34,1,Database Administrator,"$60,000 - $80,000",Software Products,Occasionally,It's not my preference. I'd prefer to be in an office,My couch,59
Italy,25-29,1,Full-Stack Web Developer,"<$20,000",Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,77
Macedonia [FYROM],,,,,,,,,0
Argentina,,,,,,,,,0
India,25-29,1,Embedded Application Developer,"<$20,000",Software Products,Occasionally,I love it,A home office,65
France,< 20,1,Student,Student / Unemployed,Retail,Occasionally,It's not my preference. I'd prefer to be in an office,My couch,0
Israel,20-24,1,Full-Stack Web Developer,Rather not say,Other,Occasionally,I'm neutral about it,A home office,95
India,35-39,1,Enterprise Level Services,"<$20,000",Software Products,Occasionally,I hate it,Other,40
India,25-29,1,Back-End Web Developer,Rather not say,Software Products,Never,,,14
Poland,25-29,1,Full-Stack Web Developer,"<$20,000",Software Products,Occasionally,I love it,A home office,59
United Kingdom,25-29,1,Full-Stack Web Developer,"$60,000 - $80,000",Software Products,Never,,,49
Netherlands,30-34,1,Full-Stack Web Developer,"$40,000 - $60,000",Web Services,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,36
Finland,< 20,1,Front-End Web Developer,Rather not say,Web Services,Occasionally,I'm neutral about it,Other,59
United Kingdom,40-50,1,Other,"$100,000 - $120,000",Software Products,Occasionally,I'm neutral about it,Other,49
United Kingdom,20-24,1,Other,"$40,000 - $60,000",Manufacturing,Never,,,67
Russia,25-29,1,Mobile Application Developer,"$20,000 - $40,000",Finance / Banking,Never,,,61
Turkey,25-29,1,Mobile Application Developer,,Advertising,Occasionally,I love it,A coffee shop,77
China,35-39,1,Back-End Web Developer,"$20,000 - $40,000",Web Services,Occasionally,I'm neutral about it,My couch,50
Ireland,25-29,1,Full-Stack Web Developer,"$80,000 - $100,000",Retail,Never,,,32
Netherlands,< 20,1,Student,Student / Unemployed,Web Services,Occasionally,I love it,My couch,72
India,20-24,1,Full-Stack Web Developer,Rather not say,Software Products,Never,,,46
Belarus,20-24,1,Full-Stack Web Developer,Rather not say,Web Services,Occasionally,"I like it, though I like visiting the office occasionally",A home office,47
Russia,20-24,1,Full-Stack Web Developer,"<$20,000",Web Services,Occasionally,I'm neutral about it,My couch,52
United Kingdom,30-34,1,Full-Stack Web Developer,"$20,000 - $40,000",Manufacturing,Occasionally,I'm neutral about it,My couch,48
United Kingdom,30-34,1,Full-Stack Web Developer,Rather not say,Software Products,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,59
United Kingdom,30-34,1,Embedded Application Developer,"$120,000 - $140,000",Consulting,Occasionally,I'm neutral about it,My couch,31
Finland,30-34,1,I don't work in tech,"$20,000 - $40,000",,,,,0
India,20-24,1,Back-End Web Developer,"<$20,000",Software Products,Never,,,61
Spain,25-29,1,Full-Stack Web Developer,"$20,000 - $40,000",Software Products,Full-time Remote,I love it,A co-working space,47
New Zealand,35-39,1,Manager of Developers or Team Leader,"$80,000 - $100,000",Finance / Banking,Occasionally,"I like it, though I like visiting the office occasionally",A home office,55
United Kingdom,20-24,1,Full-Stack Web Developer,Rather not say,Software Products,Never,,,41
India,< 20,1,Student,Student / Unemployed,Student,Occasionally,I hate it,Other,39
Russia,40-50,1,Manager of Developers or Team Leader,Rather not say,Foundation / Non-Profit,Full-time Remote,I love it,My couch,54
Russia,25-29,1,Enterprise Level Services,"$60,000 - $80,000",Finance / Banking,Never,,,39
Bulgaria,40-50,1,Full-Stack Web Developer,"$60,000 - $80,000",Web Services,Part-time Remote,I love it,A home office,49
India,25-29,1,Back-End Web Developer,"<$20,000",Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,26
Russia,20-24,1,Student,"<$20,000",Other,Occasionally,I'm neutral about it,My couch,0
France,40-50,1,Enterprise Level Services,"$60,000 - $80,000",Software Products,Never,,,0
India,20-24,1,Mobile Application Developer,"<$20,000",Advertising,Occasionally,I'm neutral about it,A home office,10
Ireland,35-39,1,Full-Stack Web Developer,">$140,000",Other,Occasionally,"I like it, though I like visiting the office occasionally",A home office,41
United Kingdom,35-39,1,Other,Rather not say,Education,Occasionally,I'm neutral about it,My couch,18
United Kingdom,30-34,1,Desktop Software Developer,"$40,000 - $60,000",Software Products,Occasionally,I'm neutral about it,A home office,42
Germany,35-39,1,I don't work in tech,"$60,000 - $80,000",Other,Occasionally,I'm neutral about it,A co-working space,24
Brazil,20-24,1,Full-Stack Web Developer,"<$20,000",Software Products,Never,,,64
India,,,,,,,,,0
France,20-24,1,Back-End Web Developer,"$40,000 - $60,000",Web Services,Never,,,36
Spain,35-39,1,Desktop Software Developer,"$20,000 - $40,000",Manufacturing,Never,,,67
Belgium,35-39,1,Back-End Web Developer,Rather not say,Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,55
Other,25-29,1,Enterprise Level Services,"$20,000 - $40,000",Other,Occasionally,I love it,My couch,29
Germany,30-34,1,Manager of Developers or Team Leader,Rather not say,Consulting,Occasionally,I love it,A home office,49
Denmark,40-50,1,Desktop Software Developer,,Healthcare,Occasionally,I'm neutral about it,Other,45
Australia,30-34,1,I don't work in tech,"$80,000 - $100,000",Education,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,15
Bulgaria,20-24,1,Student,Student / Unemployed,Student,Occasionally,I'm neutral about it,My couch,52
Bulgaria,20-24,1,Full-Stack Web Developer,"<$20,000",Software Products,Never,,,62
Norway,30-34,1,Back-End Web Developer,"$60,000 - $80,000",Software Products,Never,,,17
Czech Republic,20-24,1,Student,Student / Unemployed,Student,Occasionally,"I like it, though I like visiting the office occasionally",My couch,51
United Kingdom,25-29,1,Full-Stack Web Developer,"$60,000 - $80,000",Finance / Banking,Never,,,92
Brazil,35-39,1,Back-End Web Developer,"$60,000 - $80,000",Consulting,Occasionally,"I like it, though I like visiting the office occasionally",A home office,33
India,20-24,1,Full-Stack Web Developer,"$20,000 - $40,000",Software Products,Never,,,27
Turkey,25-29,1,Mobile Application Developer,"$20,000 - $40,000",Finance / Banking,Occasionally,I'm neutral about it,A home office,44
United Kingdom,25-29,1,Manager of Developers or Team Leader,"$20,000 - $40,000",Web Services,Never,,,53
Czech Republic,25-29,1,IT Staff / System Administrator,"$20,000 - $40,000",Retail,Occasionally,I love it,My couch,47
United Kingdom,30-34,1,Desktop Software Developer,"$60,000 - $80,000",Gaming,Never,,,60
Switzerland,25-29,1,Full-Stack Web Developer,"$40,000 - $60,000",Web Services,Occasionally,I love it,A home office,107
Finland,25-29,1,Mobile Application Developer,Rather not say,Advertising,Occasionally,I'm neutral about it,A home office,43
India,20-24,1,Front-End Web Developer,"<$20,000",Healthcare,Never,,,66
China,20-24,1,Back-End Web Developer,"<$20,000",Software Products,Never,,,63
India,20-24,1,Back-End Web Developer,Student / Unemployed,Web Services,Full-time Remote,I love it,A home office,24
Moldova,25-29,1,Mobile Application Developer,"<$20,000",Software Products,Part-time Remote,"I like it, though I like visiting the office occasionally",A home office,57
United Kingdom,30-34,1,Back-End Web Developer,">$140,000",Advertising,Full-time Remote,I love it,A home office,42
Romania,20-24,NA,Front-End Web Developer,Student / Unemployed,Web Services,Full-time Remote,I'm neutral about it,My couch,90
France,25-29,1,Full-Stack Web Developer,"$40,000 - $60,000",Software Products,Never,,,47
Ukraine,20-24,1,Mobile Application Developer,"<$20,000",Gaming,Full-time Remote,"I like it, though I like visiting the office occasionally",Other,50
United Kingdom,40-50,1,Desktop Software Developer,,Consulting,Part-time Remote,"I like it, though I like visiting the office occasionally",A home office,38
Germany,20-24,1,Student,"<$20,000",Manufacturing,Never,,,54
United Kingdom,25-29,1,Back-End Web Developer,Rather not say,Retail,Never,,,38
India,25-29,0,IT Staff / System Administrator,"$20,000 - $40,000",Software Products,Never,,,9
Germany,25-29,1,Back-End Web Developer,,Software Products,Occasionally,"I like it, though I like visiting the office occasionally",My couch,25
China,25-29,1,Front-End Web Developer,,Software Products,Occasionally,,,0
India,20-24,1,Student,Student / Unemployed,Student,Never,,,0
India,20-24,1,Full-Stack Web Developer,"<$20,000",Not Currently Employed,Full-time Remote,I love it,A home office,52
United States,25-29,NA,Other,"$60,000 - $80,000",Web Services,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,35
Thailand,40-50,1,"Executive (VP of Eng, CTO, CIO, etc.)","$40,000 - $60,000",Education,Occasionally,"I like it, though I like visiting the office occasionally",A home office,69
